100000 100000
63278 50247 19171
41658 18091 29154
79774 55737 30901
20451 83629 76418
69849 98073 77245
61914 72014 57136
23785 27115 33770
42605 86647 97516
30960 84823 50342
57552 38104 25143
69468 47413 8108
16774 75419 69954
95244 62521 25466
46568 25686 37254
40074 38223 77729
77936 52559 97507
86074 47011 68108
60547 46739 43323
64680 24941 7614
2805 43450 6708
21258 9796 27332
21893 59815 99578
11283 81839 34135
20719 58882 71355
62861 56730 61514
13941 40505 76071
79967 23211 82168
26972 52657 12776
84901 75 52739
5906 57885 1790
3134 49526 64685
30571 91575 75516
57832 1005 48303
63478 61279 85352
84019 18786 74292
33133 91505 29480
83780 1363 33650
5459 59277 66672
38796 90452 86641
98475 58248 63040
50369 7423 87526
9898 81387 40750
17313 74853 88997
14152 90377 93091
24631 61555 16602
53110 37162 43624
82356 91930 92295
56527 15651 76022
31392 22805 90520
9993 25891 68414
57898 44316 91428
69937 68610 60325
66395 94264 49822
83316 37734 81044
8528 10791 45936
98478 62997 36366
36110 34688 83843
74671 57218 16776
89651 23014 67648
48051 19170 34796
62444 9620 12193
2 86710 74211
98849 62382 82034
89486 26359 90342
84421 94051 25213
82532 21339 13402
36291 33238 80771
26837 92999 42760
26701 50879 42642
2425 6992 58657
14142 42493 86447
52253 39363 12512
40475 86971 81490
9365 96777 43489
79104 18112 41390
74586 98811 3480
91843 43491 9589
30348 28766 92892
55630 64300 2831
16009 59168 23933
87591 28859 91351
38289 37740 85138
84381 85490 53633
34285 53769 5231
54187 28864 23725
76083 33924 70432
23256 53004 6268
13023 7861 28240
54723 64695 31628
10121 4247 64219
83072 55992 1526
70131 1396 85606
98323 61772 36307
88707 20917 61975
89197 79782 47319
5981 60434 5944
44998 92027 21096
22897 37576 58517
53495 7591 70452
39229 90640 98853
74578 33600 69420
50357 16003 39702
36121 23552 84494
32708 89295 11908
21141 69983 72348
16173 5101 63750
42674 16845 21893
93275 93927 67497
76241 50335 55490
52916 36805 55868
55402 94837 73371
66202 88854 60668
50455 77241 8330
1898 39277 14133
35732 92726 18664
12442 43910 17442
48660 19960 29964
91254 14279 94319
40285 72931 27428
95185 56233 74609
39030 652 83834
87623 81050 83326
68876 32542 4898
3563 55261 5441
48330 77818 61682
2113 51685 97336
22180 20856 95071
11597 78800 64455
59219 14585 31230
50862 32438 12133
54604 45827 23568
81955 92499 25670
43930 31725 22153
66617 96934 49940
2231 2009 32480
89520 64795 216
14009 82080 23821
32687 19741 50694
25919 27110 30176
16194 35064 5330
90920 56986 43777
61563 70336 53936
56206 55785 32099
21896 614 48124
46131 61915 76055
36268 12116 48210
59366 55879 99795
11240 2763 27099
5269 26910 71586
11210 52900 99221
20363 28494 51881
25726 75346 6561
33337 18428 77010
86564 63890 82430
85950 12941 76660
70434 83668 25595
92865 54991 59138
36422 50754 93070
33582 40811 82154
60773 37362 65656
46639 58971 81233
93172 44586 89019
40189 6644 2201
27522 97819 85298
78250 623 70453
35611 50789 6670
6550 50369 65923
67314 7318 42596
67836 92453 79897
99336 74647 51983
53861 39579 47358
29083 72787 46084
6408 67208 3096
28175 62445 55346
18264 74467 18483
41764 69656 20076
70370 77508 88525
96689 87130 41121
27105 9325 84198
16078 51553 3882
19619 71817 50352
75751 64472 740
30618 6363 77906
61708 72678 36035
11241 19943 15161
80318 63006 26401
18647 45235 57636
19826 69863 8566
47775 95001 72397
9916 21372 39684
27114 41910 98558
3712 11503 98746
94660 8996 7822
95316 7236 22749
66158 15081 14452
86162 73427 36109
1301 18160 74020
6897 91758 26573
15717 20049 46197
42812 73174 38789
62577 65249 54810
53456 9702 74703
95215 37674 39379
90649 36230 80928
13829 14146 8559
90523 62442 46198
96951 8930 33629
77875 57829 93512
17728 85897 40994
82967 63370 75473
13917 51620 15426
23020 54554 41889
73960 48583 50884
86620 23063 58462
82364 68717 15019
89960 28312 87288
11441 67003 13036
92611 86140 64844
78268 57415 73970
46542 61517 70835
81363 55513 21131
11789 14261 65730
88548 23811 99147
80686 5004 53746
60140 48029 98040
15644 31852 45031
15457 43494 13799
46283 61924 76850
3956 83354 17931
65470 23693 26224
22494 10012 61943
48086 84923 53010
6579 2822 12997
30784 33811 65891
78018 68985 34147
54755 27559 83085
13455 66707 16438
33328 56604 94519
31631 46698 33819
45596 98265 97381
92835 82282 75968
16209 70450 49536
75202 94312 26600
42750 95151 5801
14291 89560 91099
28191 34813 70547
15011 49077 67420
46825 51824 32762
90469 99913 81173
49494 5439 4355
27433 41761 20732
94488 55990 92717
35295 16362 7237
50821 48508 54266
36723 87512 82455
21693 55337 10830
61814 21187 4380
93573 51360 57252
92544 52670 48336
80619 91528 98761
29061 68942 28326
24845 73113 50117
69811 1446 13621
40066 17107 11641
35204 19777 75101
87318 49261 86479
7781 6876 85114
75940 10848 82148
24827 85216 70707
18498 43563 60912
80686 4200 87356
43125 30705 49136
47745 73957 25526
13407 74192 96851
55398 93248 83266
47182 56257 69529
67260 2084 83976
12469 70816 24952
40780 29043 12003
33389 7640 62879
56858 61145 94877
61419 26343 73091
2535 16240 77916
47309 97127 41430
83424 23875 63080
35696 39235 58268
2848 92699 3204
6188 54985 30747
88302 96213 49751
99383 10029 35496
83508 13506 86205
84205 9831 27746
26344 61383 82762
35177 32828 97098
56190 44580 604
69001 87329 23612
62509 22935 727
94450 35417 769
28439 18244 79365
22816 35336 16983
71806 35706 52892
35715 31100 17478
88927 27609 36001
13836 67130 33227
24848 94334 10063
12880 33306 81054
82660 88711 53438
4170 10006 48242
60962 48623 70968
63998 48508 73902
58725 80968 32774
14533 22220 63555
28839 64759 93078
19033 6959 98669
74758 85501 90914
53715 81739 78113
40291 56408 85876
33088 3581 1631
39500 49247 24695
82806 6937 57776
51288 95903 36567
84936 1244 31200
48465 58167 24838
82524 16668 99804
35751 79534 93238
57847 3674 2341
18296 49380 3250
79729 7296 18872
78956 32177 75485
4902 71734 42086
35245 67999 38583
94527 54264 62117
67559 47679 82903
75310 81631 47889
60112 61080 34647
21154 66494 10915
36435 15044 38750
94442 82337 55097
82515 56218 64081
85990 29904 78766
42272 15883 32649
6322 70503 36516
12473 40869 92949
92765 36297 34007
41924 22795 45946
61110 64039 61368
38035 48749 99580
19873 5584 76813
27269 14736 79390
7006 26742 92104
99552 79716 463
51671 17355 41960
77976 77847 49312
40180 81440 82670
42533 14021 89953
10840 73205 21843
88691 52155 20168
2982 17619 4413
34976 58385 78138
52157 79326 819
71895 80792 6174
9103 26738 22894
83922 72189 68661
23902 50810 34816
9033 36170 18738
49017 46915 1590
54400 22479 41169
35842 79825 23239
33263 98945 96691
25055 52258 68966
42574 13330 53728
78054 40242 27288
96964 4460 76793
38444 57742 36214
62430 67491 64007
16786 364 70555
84971 98664 18980
96590 83573 36200
10182 90506 12489
62046 78176 7688
51176 47957 57035
14074 11933 19082
27042 40335 29942
71829 32562 28811
9885 9184 44161
10251 98032 16115
77784 83717 11217
13589 22798 6285
96044 27753 5953
36911 66879 33386
86508 59322 83746
71025 83041 40267
66799 59484 89011
80420 21880 55025
83876 47156 18578
32379 82661 41753
19625 54224 64370
33037 90395 62295
67868 99865 20144
5318 17416 29428
81124 49909 1920
61319 10851 92916
7052 31704 76122
66855 35583 74228
53579 65232 41542
52253 6214 99726
3449 99129 14249
79013 83687 21705
14693 54599 63724
82554 14520 12700
3466 77905 86247
24910 56889 88116
74556 88878 63617
20113 93615 27377
34876 29519 42971
76542 52274 84412
47830 42963 38922
98547 49582 3783
68034 26978 4890
59539 18984 5261
47782 18304 98284
18865 26938 36982
81671 90134 96659
62145 19246 59909
77916 51846 86521
34527 52634 58013
38492 94987 7787
72614 52309 45397
88368 88371 72476
86905 71681 82735
95243 40018 67366
1857 79998 95550
50369 41453 54891
21589 95682 3404
43676 29718 4771
11444 10993 22103
95050 51449 3512
96222 79461 45
17901 25910 53309
59390 13679 17366
50268 14677 51153
99398 27881 4280
72681 12958 34457
89287 33831 57502
14407 69065 97554
83462 59235 53385
24553 98171 80233
61117 85621 9116
16449 22454 53800
44753 84034 79820
79165 60658 82885
70821 50949 15430
93300 5623 62713
57532 47894 45937
57016 46740 11002
8997 78487 69599
89676 10029 2340
60420 134 93603
91821 6043 72833
8695 47495 79277
95884 55217 1991
1181 92260 15317
25545 71181 12819
31941 89874 43334
80658 79784 25512
44541 66122 66508
19253 53804 2355
26334 76983 35477
49288 28241 22494
63131 45653 6847
48429 13635 38105
56848 50351 77652
98688 82826 48199
47517 82126 61300
41578 62805 88632
7192 8738 46465
23365 9229 23118
86723 68459 87803
9004 7455 71703
41336 77988 78815
98602 9325 67441
89269 41970 57815
14062 15556 3731
48586 44233 23892
11332 65537 82618
32053 53323 83912
79749 19228 40680
15826 42279 91173
77186 40528 57590
48409 47726 14290
30283 8385 79949
98163 60121 10361
29960 28106 84011
30060 65485 98678
62045 12941 21863
83419 58606 53417
35494 14632 88130
37549 61369 23964
47530 10816 9047
3277 6389 85938
37147 74350 86325
31630 89372 33761
36283 93140 31482
63769 43680 45620
54202 86938 31015
74327 11795 15761
70226 31629 52375
98465 39276 2260
77004 38241 61782
18074 78658 47745
45654 49275 66568
91815 10300 4406
83197 7100 49143
99620 68218 51791
82099 27259 75469
58212 63784 75953
93897 76746 92236
85324 3297 8930
2474 31570 91286
62745 18918 53979
20346 47613 4496
9247 36008 2605
58019 35874 19181
86536 54588 33848
72267 15769 41098
51420 81494 51269
64901 47582 38592
46583 22451 63803
71035 71355 30055
10173 45740 55682
19983 69152 47955
71383 98111 63107
89851 46243 34962
95873 5921 77330
30062 74475 44022
77515 51438 98626
17315 79402 95285
82828 89811 16456
10699 60590 46679
74664 73614 14337
4575 22248 51963
99170 64907 39626
3103 20161 87935
8870 79271 94288
7745 61640 72815
34630 10784 15271
30920 72736 22364
12305 4554 20373
73391 59518 70040
74865 62043 61365
78535 84687 76213
83318 38723 19208
88722 30321 27669
23 82046 48642
97471 73163 64642
40699 40589 25880
86185 35441 6292
36635 60126 3486
36317 32076 12770
18497 16888 46888
75985 63249 16606
27596 64872 50534
77476 42892 2081
67939 12113 68585
77332 94373 99924
36242 45195 28846
33299 45305 96336
9934 38773 96224
93805 31052 5927
50585 15424 21427
39010 63769 34605
81438 85191 34787
63442 83068 76826
76126 86248 44292
56070 79220 53372
77628 70881 30993
69258 65867 89248
6103 14090 92926
73748 77494 35184
47983 94937 60163
26646 18654 28908
85274 87036 61267
29967 61838 74934
43656 95325 86598
45804 20311 21216
43501 67733 34376
36695 9480 85303
60476 26105 82974
87427 6329 31981
60553 12581 16484
6923 53460 80236
42974 32720 23081
52240 52981 16509
69776 50571 68222
53634 96768 95640
56599 1682 63193
1858 23180 9667
3050 47360 41087
58630 70140 7087
51250 51295 67268
55795 48520 4135
24882 672 87803
95472 78237 88513
13140 8137 13868
25452 28401 48157
6431 66627 49471
12782 3766 13970
40120 81776 49173
43895 33412 2603
96906 59162 40152
34167 99081 11858
65023 40999 72910
55961 68251 17649
28255 98365 26039
99717 12325 17375
83465 93122 61262
44362 71378 71687
25366 88633 48461
26058 74071 48748
35723 54949 81724
92101 81229 77112
13567 61434 87789
76754 82479 41833
10473 68381 58807
3236 65653 1283
88212 63531 69827
96209 88727 23004
88652 64203 97384
30344 22239 90047
55198 462 57348
74753 15329 72993
28139 248 69448
93204 26466 42765
71668 46263 29321
71006 1952 84826
43410 43492 94556
88513 19929 62709
49181 4641 6740
54394 13505 2331
14114 59343 51441
94711 32493 83995
60536 64710 78799
64032 90604 86
94503 62823 32327
9201 67243 90960
60490 7006 3750
32415 91781 51363
52922 3840 65289
56028 30790 67224
10518 66254 96744
33133 30923 3225
10476 1768 4261
48872 6983 67649
15545 47769 37468
82887 82582 95034
86909 80679 63478
98534 41317 71136
64944 11433 16098
44353 47606 24964
30899 60508 83180
28420 36474 50993
11171 43692 51826
5998 76226 82635
80513 18811 21900
69524 57635 82221
59339 25875 53295
92891 84903 66129
47283 89549 64841
52136 26221 97305
55656 14764 83523
69290 18743 60993
80024 21621 6827
66655 9387 24373
83803 46220 39072
42065 39582 69672
69741 23851 57464
96978 72318 71683
10311 58340 7117
55514 33446 8529
75856 89335 50870
50410 75658 83671
23297 80216 17333
21604 78630 60546
22839 9535 20099
83941 80176 54313
86064 88678 83220
97633 4834 21168
36007 80190 79905
96564 71157 95057
47896 75533 51683
83935 68011 45963
13072 96955 53455
5611 10435 99010
72277 25955 83095
28467 21411 28529
74306 3454 92312
77723 33693 44894
83629 41665 98416
98448 8185 3951
22041 32849 38784
59872 72760 69761
22567 89515 5807
72282 50424 25608
4932 43203 69477
24836 85630 46239
89244 18708 80338
89405 7628 76324
7718 66208 63525
52790 87864 44222
36987 80042 70978
63608 44669 9282
180 22169 99613
3592 42067 62281
89600 11079 83250
71119 34988 8620
85161 13947 72352
95340 1171 97796
52819 68116 99914
52685 59268 54735
41113 58861 79979
10859 3029 78937
93874 83323 34831
50439 82031 44676
8569 19856 48453
73952 13500 2524
62614 30467 62175
12391 40985 53522
79069 64713 11512
21513 57010 17222
54091 71332 25371
34524 58534 53570
47957 24244 31818
97054 14419 94884
35070 22475 86726
78388 15509 31498
21193 71692 72831
96045 69488 73970
63561 77509 23582
33764 60279 42313
85638 65235 15644
6316 77035 69549
89275 1254 64686
26622 22618 76322
32142 18934 480
45807 40474 97570
85580 80434 39355
60464 13306 58777
26837 19589 3862
34874 3533 94202
86670 21832 38125
26760 65696 98979
33718 5765 67735
89762 23922 41944
28711 62318 42148
80027 26720 40331
49994 54642 92552
45445 44952 97272
60587 11010 24810
14718 97812 49976
56646 77094 82907
46036 59569 12614
8174 29346 21447
68334 12753 14558
97069 12739 54994
52606 52952 63671
74395 66171 33033
59013 97091 26137
41107 16465 40013
12157 2197 30898
39860 81113 25368
22509 95504 34754
14419 20951 88476
78130 79753 69618
45183 10186 43352
45313 56436 7451
92960 97532 43308
58451 86426 64314
18447 83920 42828
36409 47415 4963
99597 40249 22265
10318 22839 58240
91521 62011 16144
59002 52529 51073
93586 11698 36131
18613 37785 60750
5972 54739 66167
53301 49454 78169
46907 66118 52523
24399 42110 83581
73604 65272 55215
38408 8250 76862
92520 55914 35213
77148 50336 99503
27485 72604 90624
4317 98897 35854
74193 75102 56694
68023 45946 85464
2296 62004 17692
21341 46154 86997
31045 48660 61087
37363 68858 76985
4995 85333 86743
93199 96797 7320
37947 56551 12392
32206 83001 8040
40195 75203 38549
95502 24186 82879
91528 94539 2725
82791 33098 85533
83585 84522 27770
76254 55336 35646
83883 69747 41185
52112 75299 8677
40185 79442 48549
72264 55176 96324
36411 65419 61271
44780 28405 30191
51580 86632 38645
42238 78590 73899
27243 61959 71311
88538 68688 29567
41336 55358 40142
51703 84875 78422
82702 120 84357
78381 96251 86581
55717 68648 47804
75496 60856 10871
60596 72056 98638
35922 79121 47848
38727 96677 41306
42923 8385 59801
43909 61898 88950
47800 45200 66062
17142 76598 66371
22413 69470 63658
75074 50248 78352
5111 34449 79994
70669 79732 77865
98873 43751 17268
788 37977 72315
56697 90607 46139
4241 68846 15004
99588 99878 6606
92973 50680 42640
42605 91011 39392
52784 28749 79659
58909 497 2207
7354 96896 52520
55023 59930 62776
4912 28504 30423
19715 94068 11679
96500 83324 99011
48773 21033 52206
29009 55229 7047
16895 22013 52347
18051 13253 42755
89000 68914 21718
86815 57789 76345
52479 56245 90556
56276 46338 62963
4939 86284 49259
79267 90213 42735
38866 16455 13193
4104 27973 86586
35245 9445 6888
66835 58374 46192
63603 645 7089
42987 96264 35773
30468 79286 75254
50253 98980 11815
6968 78177 3839
30405 82824 28914
91316 40453 51693
78549 18030 81901
4830 49106 51952
71246 22670 95327
93110 11939 7543
70794 98053 41074
84888 89685 13515
44411 25102 25572
16233 59836 57998
21845 92224 74911
5819 34386 25575
74436 96396 99203
60657 32664 66425
50385 63215 77435
76531 403 35819
35680 6373 4160
87231 46503 81178
92841 16196 61050
45108 13472 34126
12492 64274 72115
49990 80325 14512
89344 7694 88911
43391 97 20638
70763 79480 94073
9615 49634 19509
3219 95998 89746
15115 5368 74169
75132 30415 53230
61426 99082 15372
38611 72701 66956
59007 45489 98246
69119 86966 5406
93603 6442 41840
25293 79334 17044
90563 61424 687
46936 71748 9347
15627 20220 63426
60305 42413 55381
81085 7260 14963
46713 71207 19273
28546 10273 68529
24833 51435 52900
38835 92632 2848
29061 36390 6333
58432 30681 81926
79106 20182 83075
99501 95595 5337
27862 55855 31904
53317 44379 8996
20661 90765 22543
89380 95000 94438
42758 58845 6883
64769 47747 82401
26892 48981 78614
22908 35427 52355
42462 63810 60504
13677 9611 1176
59228 24521 52130
68330 77265 6175
21600 95665 97768
51041 24288 23745
31043 90099 63034
21020 7544 49703
44989 44047 51133
69512 68871 44366
72001 47043 85588
97502 12019 87488
6228 29636 83261
65029 37469 26900
73504 30833 5312
29594 83891 61017
49308 57384 77323
29001 1156 21487
64357 47691 18105
46117 52961 96753
38724 55743 71169
32395 724 53019
89967 53689 72937
71725 62119 49416
397 82539 97122
19051 35644 17097
53828 43929 2506
99822 56485 30117
14186 36583 52940
49225 38803 9494
215 93830 26811
75695 57660 7230
65320 98967 60533
22760 99786 3159
28905 16676 22510
57864 83166 53381
26774 28250 62265
59190 3797 79905
18409 98227 64561
45695 43804 91829
13381 64482 10745
54745 3941 27350
87279 96163 12287
35319 77864 32187
63037 19369 65091
76139 22485 40437
98988 19480 29875
99480 1329 75336
93504 66499 82057
81677 85242 72081
86823 46877 22521
64159 5961 49264
43104 58145 34128
68486 17738 39296
10990 52227 41456
5504 49641 73147
83041 19796 55420
13439 14437 1432
75937 19793 17476
45772 69594 480
3114 7717 69287
53347 25070 75636
